lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
82,1,116.1,5,16,4,1,1,3,0,1
56,0,112.2,4,8,4,5,2,0,3,0
51,0,85.5,6,26,3,1,2,0,0,1
122,0,85.0,4,15,3,2,0,0,0,0
220,1,156.0,9,17,3,1,2,1,0,0
64,0,85.0,5,10,3,4,0,3,0,1
139,0,103.05,8,22,4,3,1,0,0,0
79,3,120.6,7,24,4,4,2,0,3,1
18,0,136.0,5,9,4,2,1,0,3,0
1,2,168.5,8,16,4,2,0,0,0,1
28,2,130.9,12,15,4,3,1,0,3,1
102,1,99.0,7,8,4,6,2,3,0,1
163,0,115.0,10,15,3,1,2,0,0,0
298,0,93.0,5,10,3,2,0,0,0,1
181,2,76.5,8,6,4,2,0,0,1,0
99,0,101.5,3,24,4,3,0,3,0,1
42,1,78.3,1,16,4,1,2,0,0,1
195,0,121.5,8,13,4,1,0,0,0,0
31,1,71.52,1,3,4,0,1,0,1,1
191,1,99.95,7,16,4,5,2,0,0,1
270,0,68.0,12,7,3,4,1,0,0,1
157,1,78.45,7,27,4,5,2,0,0,1
10,1,120.35,5,29,4,0,1,0,0,1
111,1,97.75,11,21,4,5,1,0,3,0
47,1,168.3,9,11,4,1,2,0,3,1
4,0,66.0,1,30,3,1,2,0,0,1
8,0,146.0,6,4,4,1,1,0,3,1
73,1,117.64,7,1,3,5,2,0,3,1
15,0,63.6,3,13,4,3,2,3,0,0
73,1,107.95,4,9,4,2,2,0,3,0
155,1,135.9,9,2,4,2,1,0,0,0
26,2,153.0,10,3,4,2,1,0,0,1
8,2,224.5,10,2,4,4,2,0,5,1
91,0,117.9,8,21,4,0,2,0,0,1
89,0,114.3,7,5,4,3,0,0,0,0
8,0,65.0,10,6,2,1,0,0,0,1
252,0,67.5,11,15,4,2,0,3,0,0
107,1,139.5,7,13,4,4,0,1,0,1
4,2,78.0,12,16,4,1,0,3,0,1
6,2,149.0,10,31,4,2,1,0,0,1
42,1,141.3,6,26,4,0,2,0,3,1
47,0,90.3,2,18,4,3,0,0,3,1
17,3,132.0,4,14,4,4,2,0,0,1
83,1,124.65,5,7,4,2,2,0,0,1
74,2,88.4,11,15,4,4,0,0,0,0
116,3,143.1,9,18,4,3,2,0,3,1
16,1,111.0,5,29,4,0,1,0,0,1
97,0,80.75,10,30,3,1,2,0,0,0
1,1,102.0,2,27,4,1,0,0,0,1
20,0,101.2,9,24,4,2,2,3,0,1
47,1,118.8,10,4,4,3,0,0,0,1
0,0,96.0,10,5,3,0,1,0,0,1
58,1,76.92,6,5,4,0,1,0,0,1
7,1,134.33,6,3,4,2,1,0,0,1
12,0,65.0,10,7,2,1,0,0,0,1
17,0,142.0,4,15,4,2,0,0,3,0
88,2,120.8,7,13,4,4,1,0,3,1
23,0,84.7,9,11,4,0,2,0,0,1
0,0,73.9,1,6,4,1,0,0,0,1
77,1,78.2,3,6,4,2,2,0,0,1
30,1,97.71,5,15,4,3,2,0,0,1
74,0,123.3,10,31,4,0,1,0,3,1
4,0,108.8,6,10,4,2,0,0,3,0
1,0,136.0,10,4,4,1,2,0,3,1
14,0,161.0,3,31,4,3,2,0,3,1
15,1,75.0,1,21,4,1,0,3,0,1
37,0,131.4,6,4,4,1,1,0,3,0
147,1,92.08,6,26,4,5,3,0,0,1
255,0,62.64,12,27,3,3,0,0,0,1
147,0,177.3,9,3,4,1,2,0,3,0
38,0,133.8,3,24,4,3,0,0,0,0
69,0,88.83,9,4,4,4,2,0,0,0
45,0,111.6,10,3,4,3,1,0,3,0
165,2,118.8,10,20,4,2,0,0,0,0
102,2,173.95,6,27,4,3,1,0,5,1
5,1,110.71,8,30,4,5,2,0,0,1
188,0,90.95,7,28,4,5,2,0,0,0
60,0,84.45,3,5,4,3,2,0,3,1
80,0,75.0,9,26,3,2,1,0,0,0
5,0,146.0,3,26,4,5,2,0,3,0
1,1,0.0,10,13,1,1,0,0,0,1
3,0,65.0,9,28,2,1,1,0,0,1
1,1,88.43,3,12,4,1,1,0,0,1
309,0,101.0,5,13,3,2,1,1,0,0
231,0,86.63,8,11,4,2,0,0,1,0
60,0,105.3,7,12,4,1,0,0,0,0
101,0,142.3,7,21,4,3,0,0,3,0
19,0,130.0,5,2,4,2,1,0,0,1
7,2,98.6,12,26,3,1,2,1,0,1
0,0,105.3,6,26,4,0,1,0,0,1
12,0,75.2,12,14,4,1,0,0,0,1
99,1,88.6,6,21,4,3,0,0,0,0
121,0,68.0,11,16,3,4,2,0,0,0
28,0,89.0,4,17,4,0,2,3,0,1
54,2,74.15,10,3,4,3,2,0,0,1
44,0,91.2,11,19,4,1,1,0,0,0
1,1,174.0,8,26,4,2,1,0,3,1
126,2,144.5,7,13,4,4,1,1,3,1
6,3,129.0,10,20,4,2,0,0,0,1
56,0,71.52,2,8,4,2,1,0,1,1
6,0,87.0,2,14,3,2,2,0,0,1
114,2,76.5,7,27,4,2,1,0,0,1
164,0,167.45,8,21,4,2,2,0,5,0
265,0,109.0,6,24,3,2,0,1,0,0
4,1,0.0,12,16,1,2,0,0,0,1
74,2,101.87,10,19,4,4,1,0,3,1
60,1,65.0,10,12,3,1,1,0,0,1
167,1,60.0,3,13,3,2,2,0,3,1
0,1,176.0,5,23,4,0,1,0,3,1
28,1,104.0,9,26,4,0,1,3,0,1
62,3,126.0,11,19,4,1,2,0,3,1
90,0,135.9,8,27,4,1,0,0,0,0
4,1,100.8,10,19,3,2,1,0,0,1
20,0,102.4,12,23,4,2,2,0,0,1
45,2,90.0,11,4,4,2,1,0,0,1
67,0,72.25,7,23,3,1,1,0,0,1
224,1,96.3,10,29,4,1,2,0,0,0
0,0,180.0,9,25,4,1,0,0,3,1
0,0,208.0,7,13,4,1,0,0,3,0
2,1,124.5,6,28,4,4,0,3,0,1
117,0,105.3,5,6,4,2,1,0,0,0
26,0,65.0,7,11,2,0,1,0,0,1
110,3,168.1,7,30,4,1,2,0,5,1
79,1,90.95,3,24,4,3,1,0,0,0
32,1,94.5,10,4,4,3,2,0,0,0
130,1,116.1,5,30,4,1,1,3,0,1
16,1,283.67,8,19,4,2,1,1,5,1
24,0,104.0,12,1,4,3,1,0,0,1
78,2,119.85,5,14,4,2,2,0,0,1
190,0,70.0,4,9,3,1,1,0,0,0
12,1,164.0,8,26,4,1,0,0,3,1
28,1,107.92,10,12,4,8,3,0,3,1
20,1,124.16,11,6,4,2,2,0,0,1
69,0,105.3,4,27,4,2,0,0,0,0
5,0,0.0,10,21,4,1,0,0,0,1
12,1,141.0,6,19,4,2,2,0,0,1
4,2,75.0,9,27,3,1,0,0,0,1
0,0,0.0,8,3,1,0,1,0,3,1
0,1,0.0,5,4,1,1,0,0,6,1
5,1,96.0,12,13,4,1,0,0,0,1
95,0,103.5,6,29,4,4,0,3,0,0
192,0,94.5,8,3,4,2,0,3,0,0
34,0,81.0,6,19,4,1,2,0,0,0
86,0,95.0,9,9,2,2,0,0,0,1
108,2,138.55,7,6,4,4,1,0,3,1
10,1,63.58,3,10,3,3,1,0,0,1
40,1,130.0,11,11,4,2,0,0,0,1
0,1,130.9,8,10,4,3,0,0,0,1
15,1,124.0,8,17,4,1,0,0,0,1
6,1,81.0,12,16,4,1,0,0,0,1
40,3,177.3,8,14,4,0,2,0,3,1
33,0,74.25,12,10,4,3,1,3,0,1
221,0,60.0,10,17,3,1,2,0,3,1
118,0,80.75,5,26,3,2,0,0,0,1
75,3,149.4,9,14,4,4,0,0,3,1
88,0,88.0,12,6,4,1,0,3,0,0
287,0,100.3,9,29,4,3,1,0,0,0
143,0,100.0,8,25,3,3,0,0,0,1
24,1,87.3,1,29,4,2,1,0,3,1
7,2,55.0,3,2,3,2,0,0,0,1
48,0,149.4,9,18,4,2,2,0,3,0
158,1,126.9,9,16,4,1,0,0,0,0
165,2,72.25,7,31,3,4,2,0,0,0
6,2,171.0,8,7,4,0,1,0,0,1
202,0,90.0,5,29,4,1,2,0,0,0
104,0,126.9,6,9,4,3,0,0,0,0
104,0,111.78,5,4,4,4,0,0,0,0
94,0,76.5,8,1,4,4,2,0,0,1
203,0,116.1,9,27,4,3,0,3,0,0
41,0,83.0,9,4,3,1,0,1,0,1
77,1,140.4,8,3,4,5,2,0,3,1
73,1,82.45,3,29,4,4,0,0,0,1
283,2,110.7,12,23,4,2,1,0,3,1
0,0,216.0,10,6,4,1,0,0,5,0
137,0,83.47,8,17,3,4,1,1,0,1
8,0,95.0,4,5,4,1,0,0,0,1
91,0,80.75,9,19,3,2,1,0,0,1
6,2,126.0,10,5,4,0,1,0,0,1
32,2,142.2,4,16,4,1,1,0,0,1
52,1,130.9,12,17,4,4,2,0,3,1
34,0,85.0,10,20,3,3,0,0,0,1
122,0,60.59,4,18,4,3,1,0,0,1
59,1,99.9,7,23,4,1,1,0,0,1
30,1,146.4,6,29,4,3,0,0,3,1
2,0,81.6,12,17,4,2,2,0,0,1
47,1,88.4,11,16,4,4,0,0,0,1
5,0,108.0,1,28,4,3,1,0,3,1
47,0,118.8,4,23,4,1,0,0,3,0
68,2,116.45,4,1,4,2,2,0,3,1
8,2,196.0,9,18,4,0,2,0,0,1
0,0,79.0,3,29,2,1,0,0,0,1
102,0,96.3,4,4,4,2,1,0,3,1
173,2,94.5,7,8,4,1,0,3,0,1
104,2,138.6,9,2,4,2,1,0,0,1
15,0,109.0,5,7,4,1,2,3,0,0
11,2,95.0,9,11,4,1,0,0,0,1
17,1,67.0,8,22,2,1,1,0,0,1
3,2,111.0,2,5,4,2,0,0,0,1
81,1,103.7,4,25,4,3,1,0,3,1
54,0,148.33,2,28,4,2,2,0,5,0
20,2,96.9,12,21,4,4,2,0,3,1
359,1,105.0,9,16,4,2,2,0,0,0
42,1,73.37,11,2,4,4,0,0,3,1
80,0,126.9,5,14,4,1,2,0,0,0
196,0,139.5,8,21,4,0,2,1,0,0
87,0,132.3,10,16,4,4,2,0,3,0
10,1,156.0,5,5,4,1,0,0,3,1
224,0,82.11,12,29,4,3,2,0,0,0
64,1,126.9,4,29,4,2,1,0,0,0
57,2,159.3,5,22,4,2,2,0,3,1
73,0,0.0,11,24,4,3,0,0,0,1
2,1,103.0,3,8,4,1,0,0,0,1
22,0,127.67,6,21,4,3,0,0,0,0
135,1,92.28,6,14,4,4,0,0,0,0
37,1,76.5,10,19,3,1,0,3,0,1
236,1,84.43,9,27,4,4,0,3,0,0
76,2,129.0,6,17,4,2,2,0,0,1
12,3,164.0,8,24,4,2,0,0,3,1
119,1,96.3,6,26,4,0,2,0,0,1
10,3,162.33,9,18,4,1,2,0,0,1
141,1,106.5,8,30,4,3,0,0,0,1
0,0,80.0,3,7,2,0,1,0,0,1
204,3,123.82,8,15,4,10,5,0,3,1
55,1,116.1,5,9,4,2,1,3,0,0
248,0,72.25,8,2,3,6,2,0,0,1
51,1,102.7,6,2,4,2,0,0,3,1
0,1,73.0,11,30,2,1,0,0,0,1
64,0,92.48,9,14,3,4,1,0,0,1
0,0,95.0,3,23,4,1,0,0,0,1
161,0,128.7,5,19,4,3,0,0,3,0
80,0,102.6,12,26,4,2,1,0,3,0
63,2,91.63,11,9,4,4,1,0,0,0
93,1,109.83,8,13,4,1,0,0,1,1
63,1,161.1,8,6,4,1,0,0,3,1
56,2,99.9,6,20,4,2,1,0,0,1
109,2,77.86,12,16,4,3,2,0,1,1
161,0,126.9,9,15,4,3,1,0,0,0
86,1,88.2,11,30,4,1,0,0,0,1
20,0,89.0,4,4,4,1,1,3,0,0
0,1,140.25,10,24,4,2,2,0,0,1
39,0,40.67,3,4,3,2,1,0,0,1
235,0,119.85,9,28,4,4,0,0,0,0
72,0,89.25,9,16,4,2,0,0,0,0
11,2,65.0,11,4,2,2,0,0,3,1
7,2,81.0,2,5,4,1,0,3,0,1
112,1,134.1,9,23,4,2,1,3,0,0
48,1,140.4,5,24,4,2,0,0,3,1
12,1,91.0,2,18,4,3,1,0,0,1
36,2,152.4,4,28,4,3,0,0,3,1
3,0,124.0,6,27,3,1,1,3,0,1
10,2,110.0,4,7,4,1,0,0,0,1
167,0,122.4,10,1,4,2,2,0,3,0
149,0,71.0,1,17,3,2,2,0,0,1
5,1,184.0,9,13,4,2,0,0,3,1
21,0,88.0,10,25,4,3,0,3,0,0
8,1,135.0,10,20,4,2,0,0,0,1
257,0,73.95,12,17,4,5,2,0,0,0
65,1,68.85,7,10,4,2,0,0,0,0
29,2,96.3,11,6,4,2,1,0,0,1
8,2,96.0,12,12,4,0,1,0,0,1
60,1,65.0,10,12,3,3,1,0,0,1
136,0,107.95,5,16,4,3,1,0,3,1
206,1,168.3,8,5,4,1,0,0,5,0
162,1,120.82,8,14,4,5,2,0,0,0
180,2,100.08,10,28,3,2,1,1,0,0
63,1,109.8,9,3,4,1,0,0,0,1
55,1,123.3,9,2,4,2,1,0,3,1
8,0,111.5,12,3,4,1,1,0,0,1
59,0,142.2,9,1,4,2,0,0,3,1
0,0,65.14,5,16,4,0,1,3,0,1
83,1,111.6,12,26,4,2,1,0,3,1
44,1,59.95,3,4,4,6,2,0,0,1
0,0,131.0,9,30,2,2,1,0,0,1
74,0,59.37,4,1,4,2,2,0,0,1
86,1,97.54,7,26,4,3,0,0,1,1
195,1,0.0,7,20,4,4,2,3,0,1
21,3,115.55,11,22,4,5,0,1,0,1
134,0,136.0,6,26,4,4,2,1,3,1
180,0,89.25,8,2,4,4,0,3,0,0
386,0,90.0,10,23,3,0,2,1,0,0
14,1,87.0,11,4,4,1,0,0,0,0
104,2,135.9,9,18,4,1,2,0,0,0
93,1,80.75,6,3,3,2,0,0,0,1
30,1,110.88,10,28,4,1,0,0,3,1
35,2,85.5,11,26,4,3,0,3,0,1
14,1,98.67,10,30,3,2,1,0,3,1
3,1,129.0,2,8,4,0,1,1,0,1
115,2,135.9,6,14,4,3,0,0,0,1
228,0,0.0,6,4,4,0,0,0,0,0
338,1,45.33,10,7,3,2,1,0,0,1
53,0,140.7,8,26,4,2,1,0,3,1
116,1,88.4,12,23,4,4,2,0,0,1
22,2,89.0,9,12,4,0,1,3,0,1
32,2,149.4,9,10,4,2,2,0,3,1
138,0,58.9,7,29,4,3,0,0,0,1
250,0,96.3,10,20,4,3,0,0,0,0
67,1,57.83,3,5,4,1,1,0,0,1
48,1,135.9,9,19,4,1,1,0,0,1
58,1,78.3,3,14,4,2,1,0,0,1
14,0,100.87,9,14,4,2,1,3,0,0
30,0,184.5,12,4,4,2,2,0,5,1
24,1,95.0,5,8,2,3,2,0,0,1
4,2,90.5,8,18,4,4,0,0,0,1
95,0,60.0,12,29,3,3,0,0,3,1
10,1,139.0,7,16,4,1,0,3,0,0
4,1,59.75,1,16,4,1,1,3,0,1
47,0,60.0,11,14,3,1,2,0,3,1
162,1,95.25,5,4,3,4,0,0,0,1
189,1,97.75,8,15,3,4,1,1,0,1
58,0,56.6,12,23,3,4,0,1,0,1
86,0,84.58,4,6,4,4,0,0,0,0
33,1,57.92,9,26,3,3,2,0,0,1
14,1,152.67,6,28,4,3,0,0,3,0
41,1,143.4,5,17,4,3,0,0,3,1
0,1,117.04,10,9,4,2,0,3,0,1
186,0,115.0,4,22,3,2,1,0,0,0
119,1,81.47,10,24,4,3,1,0,3,1
1,0,90.0,3,11,2,1,0,0,0,1
6,2,100.0,8,17,4,2,1,0,0,1
106,1,104.0,12,27,4,2,0,0,0,1
88,0,108.0,10,10,4,3,1,3,0,0
68,1,97.71,5,19,4,1,0,0,0,1
161,1,91.48,10,2,4,3,2,0,0,1
40,0,65.0,10,31,3,1,2,0,3,1
2,1,75.0,1,4,4,1,1,3,0,1
111,1,99.45,6,26,4,2,2,0,0,1
115,0,131.4,8,26,4,2,2,0,3,0
93,1,119.0,12,25,4,2,2,0,3,1
6,0,75.0,11,1,3,3,0,0,0,1
104,2,88.01,7,2,4,1,2,0,0,1
33,0,64.0,1,25,2,1,1,0,0,1
83,1,75.0,5,1,3,2,2,0,0,1
70,2,109.8,12,25,4,1,2,0,0,1
13,2,119.0,6,9,4,1,0,0,0,1
38,1,81.0,9,19,3,2,1,0,0,1
70,0,149.4,9,15,4,2,0,0,3,0
220,2,105.4,9,29,3,1,0,0,0,0
10,1,126.0,10,20,4,3,0,0,0,1
2,1,105.34,5,23,4,1,1,3,0,0
267,0,121.5,12,31,4,1,1,0,3,1
198,0,99.95,8,8,4,4,1,0,0,0
66,0,154.8,6,4,4,1,1,0,3,0
64,1,48.51,3,11,4,2,1,3,0,1
13,2,116.0,7,20,4,1,0,0,3,1
125,1,116.1,6,17,4,2,0,3,0,1
50,0,89.1,6,21,4,3,0,3,0,0
58,1,153.85,3,28,4,2,1,0,5,1
149,0,130.5,8,12,4,2,1,0,0,0
188,2,123.75,8,9,4,5,2,0,0,0
6,0,67.0,12,8,2,1,0,0,0,1
49,1,107.1,3,27,4,2,2,0,3,1
70,0,137.7,7,26,4,3,0,0,3,0
122,0,85.0,4,15,3,1,0,0,0,1
69,0,82.0,1,29,3,2,1,0,5,1
2,1,119.0,4,20,2,1,0,0,3,1
40,0,180.0,7,26,3,1,0,1,0,1
271,1,101.33,9,21,4,3,0,0,0,0
87,1,89.25,9,18,4,2,1,0,0,1
28,2,100.7,3,9,4,4,0,0,3,1
159,0,118.3,8,5,4,1,0,0,0,0
5,0,0.0,3,16,1,2,0,2,6,1
24,1,104.0,12,18,4,1,2,0,0,1
5,1,84.0,3,28,4,1,1,3,0,1
63,2,149.4,9,12,4,2,1,0,3,1
22,1,114.5,9,16,4,4,0,0,0,1
0,0,77.71,8,30,4,2,0,3,0,1
40,1,131.4,3,22,4,1,0,0,3,0
67,1,127.8,9,4,4,5,2,0,3,1
39,0,67.5,2,13,4,1,0,3,0,1
17,1,91.0,3,14,4,3,1,0,0,1
3,0,76.5,6,19,3,1,2,0,0,1
50,1,122.0,10,31,4,3,1,0,3,1
112,0,72.25,7,6,3,5,2,0,0,1
1,0,95.0,6,22,0,3,0,0,0,1
65,2,143.7,7,21,4,3,0,0,3,1
90,0,80.75,10,17,3,3,1,0,0,1
29,0,113.55,5,21,4,1,1,3,0,0
33,0,85.5,4,5,3,4,0,0,0,1
249,0,119.85,10,2,4,3,2,0,0,0
9,1,0.0,10,10,1,0,1,0,0,1
40,0,102.6,6,27,4,3,1,3,0,0
46,0,142.2,9,2,4,2,1,0,3,1
8,0,69.5,1,13,4,3,0,3,0,1
171,2,114.75,8,6,4,2,2,0,0,0
111,1,122.1,5,4,4,4,0,0,4,1
31,1,120.42,10,24,4,2,2,0,0,1
95,2,90.9,10,31,4,0,1,0,0,1
13,0,65.0,10,19,2,1,1,0,0,1
56,1,60.0,11,6,3,2,1,0,3,1
18,0,137.67,3,19,4,1,2,0,0,0
2,2,0.0,12,1,4,0,0,0,0,1
34,0,65.0,3,4,3,3,2,0,0,1
5,1,156.0,6,21,4,2,0,0,3,1
23,2,89.0,9,11,4,0,2,3,0,1
34,0,73.9,2,8,4,4,1,0,0,1
46,0,116.1,5,22,4,0,1,3,0,1
30,2,94.5,10,7,4,3,0,0,0,1
0,0,83.03,3,8,4,1,0,0,1,1
33,2,85.5,9,15,4,2,0,0,0,1
105,0,89.3,3,5,4,1,2,0,0,1
66,1,137.7,4,22,4,2,0,0,3,0
1,0,195.0,9,26,4,0,1,3,4,1
58,2,186.3,4,15,4,1,0,0,5,1
102,1,77.78,4,14,4,3,1,0,1,1
100,0,82.88,4,26,4,4,0,3,0,0
147,1,84.58,7,22,3,2,1,0,0,1
165,0,150.45,9,2,4,3,2,0,3,0
12,1,121.0,6,8,4,2,0,0,0,0
12,2,130.0,10,25,4,3,0,0,0,1
25,1,151.0,7,7,4,1,0,0,0,1
6,1,83.2,8,14,4,3,2,0,0,1
40,0,94.5,6,21,4,3,0,0,0,1
59,1,144.9,8,11,4,1,0,0,0,1
21,0,91.0,2,13,4,1,1,0,0,0
4,0,95.0,5,2,2,1,1,0,0,1
46,0,75.0,11,11,3,2,0,0,0,1
93,1,89.25,10,7,4,4,0,0,0,1
127,1,160.2,10,18,4,2,0,0,3,1
106,1,95.0,5,29,3,0,1,0,0,1
61,1,79.2,11,4,4,2,1,3,0,0
27,1,115.0,9,18,4,2,1,3,0,1
164,2,105.3,8,5,4,2,0,0,0,0
13,0,65.0,10,28,2,2,0,0,0,1
2,0,79.0,2,13,4,1,0,3,0,0
4,1,149.0,8,25,4,1,0,0,0,1
248,1,67.26,12,24,4,3,2,0,1,1
84,1,150.3,8,5,4,2,2,0,3,1
12,0,136.0,6,12,4,2,2,0,3,0
18,0,79.0,2,12,4,2,1,3,0,0
58,1,102.15,10,31,4,1,1,0,0,1
109,0,76.5,7,16,4,1,0,0,0,0
23,0,149.0,6,18,4,1,2,0,0,0
16,0,80.0,1,27,2,1,0,0,0,1
1,1,81.0,2,6,4,1,0,3,0,1
9,0,149.0,4,22,4,2,1,0,0,0
155,1,115.68,8,9,4,4,0,0,0,0
14,2,127.0,3,17,4,3,0,0,0,1
77,0,113.4,10,19,4,2,0,0,0,0
5,3,120.0,11,21,4,0,1,0,0,1
0,2,179.0,9,15,4,1,0,0,0,1
19,1,139.13,9,23,4,2,0,0,0,1
1,0,88.0,11,22,2,1,0,0,0,1
80,2,120.9,11,10,4,3,0,0,0,1
6,0,90.0,8,24,4,2,1,0,0,1
133,0,109.8,6,27,4,2,1,0,3,0
6,0,57.75,8,13,3,6,2,0,3,1
5,1,139.13,9,16,4,1,0,0,0,1
128,1,90.0,11,26,4,1,1,0,0,0
18,0,112.33,4,15,4,2,1,0,0,0
116,2,138.55,7,6,4,4,0,0,3,1
56,0,141.3,6,9,4,1,0,0,3,0
45,1,108.0,10,11,4,3,0,3,0,1
184,1,90.9,10,29,4,1,2,0,0,0
38,0,107.1,7,1,4,3,2,3,0,1
9,0,110.0,5,26,0,1,0,0,3,1
162,0,105.3,7,1,4,2,1,0,0,0
104,1,108.0,10,9,4,0,1,3,0,0
1,0,92.0,2,5,4,2,0,0,0,1
55,2,142.2,9,1,4,3,1,0,3,1
12,2,125.0,8,20,4,3,0,0,0,1
0,2,0.0,11,5,1,1,0,0,6,1
2,0,65.0,11,22,2,1,2,0,0,1
122,1,85.5,6,30,4,1,0,3,0,1
35,2,96.3,10,20,4,4,0,0,0,1
71,3,150.98,9,1,4,6,2,0,0,1
28,2,110.0,10,28,4,2,0,3,0,1
131,0,80.75,6,19,4,3,2,0,0,0
136,0,198.0,8,8,4,3,1,1,3,0
44,0,77.76,11,3,4,2,0,0,0,1
99,0,85.5,3,24,4,3,0,3,0,1
32,0,85.0,10,15,3,1,1,0,0,1
40,0,106.9,9,4,4,5,2,0,1,0
54,0,119.7,7,2,4,5,2,0,0,0
23,0,95.98,9,7,4,7,3,0,0,1
147,0,78.76,7,18,4,5,1,0,0,0
23,0,69.0,12,9,4,4,1,0,0,1
89,1,119.0,12,22,4,3,2,0,3,1
11,1,126.0,5,8,4,1,2,0,3,1
69,0,107.95,4,23,4,2,2,0,3,1
14,2,159.33,6,12,4,1,2,0,3,1
22,0,126.0,7,20,3,1,0,0,0,1
0,1,0.0,4,7,1,1,0,0,0,1
7,0,65.0,10,12,2,0,1,0,0,1
34,1,139.5,10,2,4,2,2,0,3,0
3,1,179.71,9,11,4,5,2,0,3,0
140,0,96.3,7,1,4,2,0,0,0,0
26,1,151.0,7,2,4,1,1,0,0,0
12,0,109.33,3,2,4,3,0,0,3,0
6,1,164.0,8,14,4,0,1,0,0,1
62,0,67.5,3,11,4,2,0,3,0,1
10,0,104.0,9,19,2,1,1,0,0,1
48,2,131.72,11,5,4,1,2,0,3,1
0,1,64.0,11,30,2,1,0,0,0,1
98,1,90.45,10,30,4,2,2,0,0,1
99,1,118.0,10,8,4,2,2,0,0,1
24,3,129.0,10,2,4,2,2,3,0,1
9,2,153.0,8,17,4,2,1,0,0,1
40,0,127.16,8,28,4,5,2,0,0,1
8,1,65.0,3,30,2,5,2,0,0,1
13,1,80.3,1,20,4,4,1,0,0,1
135,2,162.0,9,25,4,0,2,0,3,1
31,1,156.15,6,30,4,3,1,0,3,1
282,0,115.6,12,29,4,3,1,1,0,1
24,1,99.33,5,12,4,3,0,3,0,1
3,1,131.0,4,25,4,2,1,0,0,1
140,1,114.33,7,18,4,3,1,0,3,1
68,0,90.95,4,17,3,3,2,0,3,1
7,0,101.0,3,23,4,1,0,0,0,0
66,0,108.8,4,15,4,3,2,0,3,1
21,0,64.8,3,1,3,1,0,0,0,1
0,0,108.57,6,11,4,1,1,0,0,1
15,0,97.0,3,12,4,1,2,0,0,0
19,2,91.47,9,30,4,4,0,0,3,1
11,0,75.86,11,18,4,14,6,3,0,0
24,0,76.14,1,30,4,11,4,0,0,1
112,0,100.0,6,2,3,2,0,0,0,0
17,2,130.0,11,3,4,2,0,0,3,1
87,2,69.53,10,31,4,2,1,0,0,1
45,1,101.7,6,20,4,2,1,0,0,1
44,0,75.0,7,8,2,1,0,0,0,1
125,0,103.05,8,22,4,3,1,0,0,1
12,1,114.0,7,19,4,2,0,3,0,1
19,0,100.73,5,30,4,3,1,0,0,1
4,1,141.0,7,23,4,1,1,0,0,1
34,0,198.9,4,29,4,2,2,0,5,0
7,0,125.0,10,6,3,2,0,0,0,1
13,0,90.0,5,9,3,2,1,0,0,1
66,1,104.85,10,31,4,3,1,0,3,1
276,0,95.0,9,22,3,3,0,0,0,0
8,2,132.6,5,21,4,1,2,0,3,1
140,2,140.98,12,27,4,3,0,0,5,1
23,1,129.0,4,16,4,1,1,0,3,1
61,1,68.0,11,19,3,3,2,0,0,1
122,1,106.0,7,15,4,2,1,3,0,1
6,0,104.0,10,9,3,0,2,0,0,1
3,0,138.5,7,11,3,1,2,1,0,1
302,0,100.0,9,16,4,2,1,0,0,0
101,0,80.0,4,4,4,2,1,0,0,0
47,0,99.9,4,12,4,1,0,0,0,0
19,0,85.0,10,2,3,2,2,0,0,1
58,0,73.95,2,6,4,2,2,0,0,0
133,0,124.8,8,16,4,3,0,0,3,0
59,0,100.0,10,9,3,1,2,0,0,1
30,0,144.0,10,28,4,2,0,0,3,1
60,1,126.9,5,21,4,1,1,0,0,1
8,1,127.0,2,5,4,2,0,0,3,0
13,1,146.0,6,28,4,1,0,0,3,1
26,0,65.0,7,11,2,0,1,0,0,1
4,0,124.0,7,28,4,2,0,3,0,0
2,2,98.0,8,12,4,3,0,0,0,1
39,0,65.0,11,27,2,2,2,0,0,1
32,2,208.66,5,26,4,3,1,0,6,1
148,0,100.8,6,2,4,3,0,0,0,1
0,1,65.0,3,9,2,1,0,0,0,1
11,1,80.3,1,20,4,2,0,0,0,1
43,0,60.0,1,21,3,3,0,0,0,1
156,1,134.58,8,16,4,7,2,1,0,0
29,0,67.0,4,5,2,3,0,0,0,1
14,0,140.0,3,31,4,3,2,0,3,1
0,0,124.0,8,10,4,3,1,0,0,1
6,2,120.0,10,20,4,2,0,0,0,1
10,0,83.58,12,26,4,1,2,0,1,1
377,0,90.0,10,14,4,2,0,1,0,0
193,1,100.8,6,22,4,2,0,0,0,0
38,1,111.8,10,15,4,1,2,0,3,1
14,1,108.45,11,2,4,3,1,0,3,1
141,1,107.95,7,6,4,4,1,0,0,1
11,1,114.0,11,14,4,3,1,0,0,1
219,1,152.99,8,30,4,2,0,0,5,0
1,2,184.5,8,16,4,1,0,3,0,1
182,0,126.9,9,20,4,4,0,0,0,0
3,0,98.8,9,7,3,1,1,0,0,1
141,2,108.29,5,29,4,3,2,0,3,1
224,2,128.7,10,23,4,1,2,0,3,0
22,0,119.0,9,26,4,3,1,3,0,0
6,1,87.78,9,21,4,1,1,3,0,1
192,0,106.0,9,5,2,2,1,0,4,0
48,1,6.0,10,19,4,3,1,0,1,1
132,1,105.37,7,22,4,4,2,0,0,1
