lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
32,0,114.0,12,4,4,0,2,0,3,1
67,0,75.0,12,2,3,2,2,0,0,1
71,1,79.2,12,8,4,1,0,3,0,1
4,3,120.0,9,14,4,0,1,0,0,1
161,1,97.75,8,9,4,6,2,3,0,0
269,1,70.0,12,29,3,3,2,0,0,1
69,1,135.9,8,15,4,5,1,0,0,1
3,0,116.4,10,10,4,1,2,3,0,1
98,1,140.0,12,17,4,2,2,0,3,1
51,1,108.0,10,5,4,2,0,3,0,1
153,1,91.38,7,27,4,4,0,3,0,1
19,1,116.0,8,30,4,2,0,0,0,0
63,1,63.75,3,10,4,3,1,3,0,1
9,0,77.25,1,17,4,0,2,0,1,1
33,0,71.1,3,13,4,2,2,3,0,0
46,2,168.3,8,24,4,3,0,0,3,1
59,1,75.0,11,14,3,2,1,0,0,1
58,2,88.2,12,9,4,1,0,3,0,1
200,0,213.6,10,31,4,2,1,1,5,0
0,1,0.0,9,9,1,1,0,0,3,1
120,0,114.3,8,10,4,4,0,0,0,0
6,1,80.0,3,2,4,2,0,3,0,1
0,0,75.0,8,11,4,1,0,0,0,1
55,1,91.51,9,10,4,1,2,3,0,1
197,0,97.02,8,23,4,5,2,0,0,0
10,1,80.0,8,28,4,1,0,0,0,0
118,0,95.7,4,16,4,1,2,0,3,0
26,2,122.0,8,30,4,2,0,0,0,1
213,0,109.66,8,13,4,5,2,0,3,0
18,1,139.0,9,20,4,1,0,0,0,1
4,1,139.0,7,16,4,1,0,3,0,1
129,1,80.75,6,27,4,4,1,3,0,0
143,0,121.8,7,19,4,3,0,0,3,0
232,0,90.9,8,25,4,3,0,0,0,0
10,1,140.8,8,27,4,3,2,0,0,1
2,1,130.0,3,20,4,3,2,0,0,1
7,2,138.0,9,11,4,2,0,0,0,1
45,2,146.7,7,10,4,0,1,0,3,1
5,0,67.0,2,3,2,1,0,0,0,1
14,0,79.0,2,12,4,2,0,3,0,1
19,0,187.0,7,5,4,4,0,0,3,1
117,0,110.0,6,5,3,3,2,0,0,1
67,1,140.4,5,31,4,3,0,0,3,1
146,0,72.25,7,13,3,4,1,0,0,1
133,1,100.3,12,6,4,4,0,0,0,0
4,0,63.6,1,24,4,2,2,0,3,1
76,2,116.1,5,16,4,2,1,3,0,1
4,0,95.0,5,16,2,1,1,0,0,1
107,0,152.1,8,24,4,4,0,0,3,0
1,1,88.43,3,12,4,1,1,0,0,1
0,1,146.0,8,13,4,3,1,0,0,1
0,0,138.0,3,31,4,1,0,0,0,1
206,0,101.83,6,30,4,3,1,0,4,0
190,0,112.5,10,28,4,2,1,0,0,0
5,0,64.4,2,16,3,3,0,0,0,1
168,0,91.45,7,18,3,1,1,0,3,1
31,1,127.94,11,5,4,3,2,0,3,0
22,1,87.0,11,14,4,1,2,0,0,1
19,1,107.0,1,1,4,2,0,0,0,1
97,1,64.98,3,24,4,3,1,0,0,1
29,2,77.5,3,9,4,3,0,0,1,1
3,2,106.0,2,15,4,3,1,0,3,1
16,0,64.22,2,5,4,2,1,0,3,1
76,1,80.75,9,15,4,5,0,0,0,1
188,2,123.75,8,9,4,5,2,0,0,0
258,0,96.3,10,29,4,1,2,0,0,0
28,1,136.0,10,27,4,2,0,0,3,1
45,2,96.3,10,30,4,2,0,0,0,1
30,0,85.5,6,2,3,2,0,0,0,1
98,0,111.69,12,26,4,3,1,0,3,1
42,0,106.2,3,5,3,1,2,0,0,0
0,1,65.0,5,17,2,3,0,0,0,1
54,0,90.95,6,20,3,2,1,0,3,1
98,1,52.7,12,29,3,3,0,0,0,1
0,0,208.0,7,13,4,1,0,0,3,0
6,1,70.0,12,27,3,5,1,0,0,1
44,0,78.26,3,12,4,3,2,0,0,0
86,0,86.36,7,1,3,2,1,0,0,1
39,1,88.0,1,10,3,1,2,0,5,1
30,1,92.9,3,8,4,4,0,0,0,1
31,1,0.0,4,9,4,1,1,0,0,1
45,1,134.1,6,29,4,2,0,0,0,1
36,1,55.09,12,10,4,2,0,3,0,1
60,1,84.58,10,16,3,2,2,0,0,1
37,1,135.0,11,1,4,2,0,0,0,1
33,1,89.1,6,20,4,1,1,3,0,1
57,0,99.9,6,20,4,3,1,0,0,0
40,2,60.48,11,12,4,3,2,3,0,1
8,1,106.0,2,17,4,4,0,0,3,1
81,0,119.07,10,10,4,3,1,0,3,0
10,2,106.5,8,20,4,3,1,3,0,1
214,0,108.9,10,7,4,2,1,0,0,0
239,1,96.3,10,28,4,2,0,0,0,0
0,1,113.0,10,19,4,1,1,0,3,1
8,2,128.0,3,30,4,1,0,0,0,1
2,0,65.0,7,24,2,0,2,0,0,1
149,1,65.45,11,16,4,4,0,0,0,1
123,0,123.3,8,13,4,1,0,0,0,0
298,0,75.0,5,10,3,2,0,0,0,0
39,0,124.67,11,12,4,4,2,0,3,0
111,2,105.83,7,9,4,2,2,0,0,1
43,1,86.75,1,14,4,3,0,0,1,1
118,0,183.3,7,29,4,2,1,0,5,0
71,1,93.08,6,17,3,2,2,0,0,1
131,1,114.3,5,13,4,1,0,0,3,0
49,0,87.3,3,7,4,2,1,0,3,0
36,0,130.32,5,22,3,0,2,0,4,1
19,2,81.0,2,23,4,2,0,3,0,1
70,1,89.25,10,22,4,3,0,0,0,1
74,0,128.7,4,6,4,3,0,0,0,0
131,1,86.9,10,21,4,2,2,0,0,1
151,2,91.48,10,6,4,3,2,0,0,1
71,1,108.0,10,7,4,1,0,0,1,1
1,0,67.0,5,18,2,1,0,0,0,1
60,1,90.9,3,31,4,2,0,0,0,1
49,1,130.9,3,30,4,4,0,1,3,0
31,0,85.5,10,4,3,1,0,0,0,1
57,1,132.6,5,15,4,3,2,0,3,1
117,0,76.5,8,22,4,1,0,0,0,0
0,0,81.0,8,6,4,3,1,3,0,1
47,2,94.5,10,20,4,2,0,0,0,1
1,0,183.0,6,8,4,2,0,1,3,1
87,3,91.0,11,13,4,2,2,0,0,1
17,2,224.1,9,21,4,1,0,0,5,1
124,1,105.3,8,1,4,2,1,0,0,1
21,0,87.0,2,23,3,5,0,0,0,1
78,1,99.15,3,25,4,2,2,0,4,1
110,0,120.0,10,9,3,0,1,0,0,1
160,0,76.27,11,13,4,4,2,3,0,0
10,1,151.0,6,30,4,3,1,0,0,1
7,1,127.0,2,10,4,4,1,0,3,0
62,2,132.3,10,13,4,3,0,0,3,1
2,0,62.8,12,5,3,1,1,0,0,1
6,1,136.0,10,19,4,2,1,0,3,1
52,2,79.2,11,6,4,2,1,0,0,1
1,0,79.0,1,20,4,2,0,3,0,1
188,1,90.95,7,25,4,3,1,0,0,1
64,0,140.4,5,27,4,2,0,0,3,0
9,3,168.0,9,8,4,1,0,0,0,1
78,0,105.3,7,18,4,1,1,0,0,0
21,2,129.0,9,28,4,1,0,3,0,1
22,0,284.1,9,17,4,1,0,0,1,0
150,0,135.0,10,3,4,2,1,0,0,0
17,0,87.0,2,21,3,1,2,0,0,1
147,0,55.96,8,10,4,3,1,0,0,1
65,0,161.5,3,20,4,2,2,0,5,0
28,0,75.0,10,19,3,4,1,0,3,1
1,2,159.0,5,2,4,0,1,0,0,1
42,1,127.5,10,31,4,1,1,0,0,1
45,1,79.33,6,19,4,2,2,0,0,1
6,0,57.75,8,13,3,6,2,0,3,1
15,1,118.0,8,29,4,2,1,3,0,1
50,1,108.0,11,3,4,3,1,0,0,0
45,1,83.3,2,18,4,3,0,0,0,1
159,0,103.21,6,12,4,2,2,0,1,0
91,0,126.9,8,21,4,0,2,0,0,1
2,0,0.0,9,21,1,1,0,0,6,1
29,1,72.0,1,26,4,3,0,3,0,1
30,0,89.1,9,25,4,0,2,3,0,0
43,0,116.1,3,25,4,2,1,3,0,1
57,1,79.2,11,11,4,2,0,3,0,1
106,2,140.0,12,25,4,1,2,0,3,1
80,1,140.4,5,1,4,1,2,0,3,1
1,0,140.0,10,22,4,1,0,0,0,1
6,2,137.0,4,5,4,1,0,0,0,1
40,1,134.1,7,23,4,1,0,3,0,1
100,1,86.09,4,8,4,5,2,0,0,1
2,1,126.0,9,30,4,2,0,0,0,1
9,0,65.0,10,19,2,1,0,0,0,1
40,2,150.3,7,6,4,1,0,0,3,1
276,0,106.0,11,28,2,2,1,0,4,0
43,0,68.0,11,19,3,2,2,0,0,1
50,1,90.9,3,28,4,0,1,0,0,1
53,0,75.0,4,3,3,3,2,0,0,1
195,1,106.03,8,13,4,1,2,0,0,0
71,0,142.5,10,22,3,1,1,1,3,1
6,2,116.25,9,10,4,3,1,0,0,1
1,2,106.0,8,25,4,1,0,0,0,1
57,2,108.8,3,21,4,3,1,0,0,1
30,0,85.0,12,3,2,1,0,0,0,1
96,2,135.72,10,21,4,3,2,0,3,1
206,2,96.3,7,25,4,0,1,0,0,1
84,0,159.3,8,28,4,1,2,0,3,0
52,0,78.3,3,5,4,1,0,0,0,0
38,1,0.0,11,28,1,1,1,0,0,1
35,0,71.1,3,3,4,3,1,3,0,0
29,1,145.0,5,8,4,1,2,0,0,1
0,0,79.0,1,12,4,1,0,3,0,1
46,0,107.1,4,3,4,1,2,3,0,1
7,1,150.0,8,16,4,2,0,0,0,1
7,0,95.0,5,30,2,1,1,0,0,1
32,0,60.83,9,15,3,5,1,0,0,1
8,2,96.0,12,12,4,0,1,0,0,1
2,3,196.0,10,10,4,1,2,0,5,1
4,1,113.96,8,28,4,3,2,0,3,1
91,0,116.1,6,18,4,1,1,3,0,0
250,1,128.7,10,24,4,2,1,0,3,0
101,0,222.17,10,23,4,5,2,1,5,0
79,3,96.3,4,15,4,2,1,0,0,1
41,0,65.0,3,4,3,2,1,0,0,1
132,0,96.3,8,29,4,2,1,0,0,0
4,2,194.33,3,27,4,1,2,0,5,1
36,1,126.9,5,22,4,0,1,0,0,0
120,0,71.0,4,5,3,2,0,0,0,1
102,0,150.15,6,12,4,3,2,0,3,1
56,1,72.76,10,15,4,3,0,0,0,0
1,0,79.0,11,26,2,1,0,0,0,1
3,0,69.0,2,8,3,3,1,0,0,1
83,1,105.3,3,19,4,1,1,0,0,1
34,0,85.0,10,20,3,3,0,0,0,1
158,1,121.8,7,28,4,3,0,0,3,0
21,0,67.0,11,21,2,0,1,0,0,0
29,1,139.0,9,29,4,1,0,0,0,0
9,0,75.0,8,11,2,1,0,0,0,1
5,1,89.3,1,15,4,1,0,0,3,1
31,0,94.5,4,24,4,0,1,3,0,0
67,0,75.0,11,25,3,2,2,0,0,1
11,1,76.29,11,27,4,2,2,3,0,0
0,0,65.0,11,29,2,1,0,0,0,1
49,2,93.6,12,8,4,3,0,0,0,1
260,3,108.68,10,22,4,5,2,0,0,1
1,0,65.0,11,19,2,1,0,0,0,0
148,0,118.15,7,21,4,3,2,0,0,1
18,0,78.17,10,3,4,5,2,3,0,1
16,3,116.75,9,9,4,4,0,0,0,1
141,1,195.25,7,10,4,2,2,1,0,1
73,0,75.0,11,27,3,1,2,0,0,1
149,0,124.2,6,3,4,1,0,0,0,1
52,0,140.4,5,31,4,3,0,0,3,1
138,1,79.2,11,22,4,2,0,3,0,1
56,1,76.92,6,21,4,3,0,0,0,1
216,2,96.3,8,27,4,1,2,0,0,1
132,0,72.25,7,14,3,3,0,0,0,1
12,0,61.0,1,16,3,2,2,0,0,1
0,0,91.2,9,8,3,1,0,0,0,1
112,1,146.7,8,9,4,3,0,0,3,1
50,1,67.5,12,13,3,2,0,0,0,1
15,1,116.31,10,4,4,2,0,0,0,1
15,1,125.0,6,20,4,3,1,0,0,1
175,1,121.5,8,10,4,2,0,0,0,0
18,2,76.81,9,2,4,3,0,0,0,1
76,0,99.45,3,26,4,3,2,0,3,0
26,2,177.0,6,16,4,3,0,0,3,1
88,0,0.0,12,4,1,2,0,0,0,1
24,0,80.0,11,13,3,1,2,0,0,1
23,0,66.0,2,7,3,1,2,0,0,1
17,0,95.0,12,9,4,2,0,3,0,1
18,0,121.0,6,8,4,2,0,0,0,0
189,1,60.0,3,25,3,2,1,0,3,1
12,3,100.94,11,12,4,2,2,0,0,1
86,2,108.0,10,10,4,2,1,3,0,1
62,0,149.4,8,13,4,1,2,0,3,0
225,0,71.91,12,29,4,3,2,3,0,0
21,1,88.0,11,24,4,1,0,3,0,1
64,1,109.65,10,15,4,3,2,0,3,1
69,0,83.0,9,22,3,2,0,1,0,1
57,1,66.53,9,19,4,3,2,3,0,1
38,0,67.5,2,11,4,3,2,3,0,0
1,2,120.0,10,25,4,1,0,3,0,1
6,1,108.0,2,20,4,1,0,0,3,1
0,2,126.0,10,1,4,1,0,0,0,1
164,2,93.5,9,8,4,5,1,0,0,0
12,0,75.0,1,22,4,2,0,3,0,1
7,0,78.3,1,16,4,1,2,0,0,1
40,2,94.5,10,5,4,2,1,0,0,1
15,2,85.0,11,1,4,4,0,3,0,1
4,1,84.7,10,25,4,3,0,3,0,1
19,1,139.0,7,2,4,2,2,3,0,0
17,0,85.0,2,22,4,0,1,0,0,0
81,2,62.37,1,29,4,2,1,0,1,1
106,1,85.7,4,28,4,3,0,0,3,1
35,2,166.58,9,26,4,4,2,0,0,1
75,0,80.75,6,26,3,1,2,0,0,1
122,1,99.45,5,4,4,4,1,0,0,1
94,1,65.84,11,13,4,4,2,0,0,1
0,0,65.0,3,28,2,0,1,0,0,1
125,2,72.25,12,23,4,4,0,0,0,1
14,2,126.0,10,19,4,1,1,0,0,1
24,1,85.0,10,16,3,1,2,0,0,1
0,0,95.0,3,1,3,1,0,0,0,1
102,0,87.0,10,16,3,2,0,1,0,0
284,0,67.5,12,12,4,0,1,3,0,0
44,1,82.13,11,21,4,2,1,3,0,1
255,0,122.83,9,20,4,4,0,0,3,0
29,0,135.3,5,20,4,2,2,0,3,0
85,1,108.3,6,26,4,4,2,0,0,1
25,3,139.0,9,26,4,1,1,0,0,1
62,0,106.2,10,31,4,4,1,0,3,0
63,2,88.4,12,18,4,5,4,0,0,1
108,0,85.85,4,15,4,3,2,0,0,0
17,1,76.29,12,2,4,2,2,3,0,1
211,0,100.0,5,20,4,2,0,0,0,0
178,1,114.3,5,27,4,2,0,3,0,0
10,0,119.0,10,14,4,2,1,0,0,0
169,0,72.25,7,13,3,4,2,0,0,1
36,0,75.6,10,13,3,2,0,0,0,1
99,0,86.0,2,19,2,2,0,0,0,1
31,0,89.1,6,1,4,1,0,3,0,0
76,0,207.9,8,13,4,1,0,0,5,0
23,2,115.9,12,30,4,4,2,0,3,1
2,1,86.0,1,16,4,1,0,3,0,1
28,0,74.7,2,3,4,7,2,0,0,0
7,2,86.12,11,27,4,2,0,0,0,1
98,3,90.97,6,5,4,3,2,0,0,1
7,0,124.0,8,17,4,1,0,0,0,0
1,0,55.0,3,15,1,2,0,0,0,1
1,1,99.0,6,13,4,0,1,0,0,1
67,2,219.6,4,30,4,1,1,1,3,1
12,1,140.0,10,21,4,2,0,3,0,1
137,0,134.3,7,28,4,3,1,0,3,0
84,1,90.9,10,26,4,3,0,0,0,1
83,0,112.8,9,1,3,1,0,0,0,1
49,0,161.1,11,7,4,2,1,3,0,0
133,0,82.45,8,19,3,2,1,0,3,0
59,0,80.0,1,28,3,1,0,0,0,1
62,2,159.3,5,7,4,1,0,0,3,1
6,1,85.0,3,20,3,0,1,0,0,1
56,0,69.11,9,16,4,4,1,0,0,1
53,1,91.48,3,6,4,0,1,0,3,1
65,3,114.3,9,2,4,2,2,0,0,1
54,2,83.7,11,11,4,2,0,3,0,1
2,2,91.0,6,13,4,1,1,0,0,1
1,0,167.0,8,10,4,2,0,3,0,1
97,0,82.45,8,4,3,5,2,0,3,1
53,1,83.92,3,15,4,5,2,0,0,1
48,0,43.5,11,10,3,4,0,0,0,1
14,0,111.67,12,26,4,1,2,0,0,1
213,1,118.15,8,31,4,4,0,0,3,0
87,0,104.4,10,26,4,3,0,0,3,0
49,1,158.4,10,15,4,1,2,0,3,0
4,1,125.0,12,28,4,4,1,0,0,1
359,1,78.0,10,14,3,3,2,0,0,0
103,1,61.5,3,3,3,3,0,0,0,1
1,0,67.5,1,8,4,2,0,3,0,1
5,1,73.9,1,14,4,2,0,0,0,1
205,0,143.1,9,6,4,1,0,0,0,0
10,1,77.6,1,16,3,1,0,0,0,1
69,1,92.23,11,17,4,3,1,0,0,1
11,0,99.0,5,25,4,1,0,3,0,1
52,1,192.59,10,28,4,2,1,0,6,1
50,1,51.0,1,14,3,3,0,0,0,1
0,0,65.0,5,2,2,0,1,0,0,1
0,0,124.0,8,11,4,3,0,0,0,1
33,0,149.4,8,26,4,1,0,0,3,0
68,1,136.3,10,10,4,2,1,0,0,1
99,0,187.85,5,19,4,3,2,0,5,1
4,0,68.0,11,6,3,2,2,0,0,1
3,0,79.5,12,19,4,2,1,3,0,1
50,2,1.0,1,14,4,3,0,0,0,1
0,0,75.0,8,10,4,0,1,3,0,0
10,0,103.0,5,16,4,0,1,0,0,1
25,0,0.0,11,11,1,2,0,0,0,1
101,1,105.3,6,27,4,1,1,0,0,1
33,1,126.0,10,6,4,1,0,3,0,1
49,1,69.52,12,24,4,1,0,3,1,1
83,0,123.9,6,3,4,2,1,0,0,1
61,2,140.4,5,28,4,1,1,0,3,1
6,1,65.0,11,24,2,1,0,0,0,1
68,2,79.56,10,30,4,3,2,3,0,1
62,0,60.0,11,25,3,4,0,0,3,1
1,2,137.0,3,4,4,2,1,0,0,1
10,1,66.0,3,5,2,2,2,0,0,1
3,2,133.0,9,21,4,2,1,3,0,1
8,0,0.0,10,6,1,1,0,0,0,1
12,2,141.0,5,2,4,0,1,0,0,1
228,1,136.19,12,29,4,4,2,0,5,0
103,1,95.88,5,5,4,3,1,0,3,1
52,1,207.9,9,14,4,3,0,0,5,0
105,0,88.12,3,20,4,4,2,0,3,1
10,2,105.0,9,8,4,4,0,0,0,1
157,1,132.18,7,27,4,4,0,0,3,0
8,1,120.0,9,23,4,1,0,0,0,0
109,1,80.1,10,26,4,1,0,3,0,1
151,1,63.75,7,11,3,1,1,3,0,0
31,0,95.4,3,10,4,3,2,0,3,1
2,1,120.0,10,1,4,1,0,0,0,1
6,1,109.0,3,9,4,4,0,0,3,1
18,0,75.54,12,1,4,6,2,3,0,1
4,1,98.0,6,7,2,1,0,0,0,1
26,0,111.35,6,14,4,3,0,0,0,0
48,1,57.28,2,20,4,1,1,0,0,1
15,0,85.33,2,18,3,3,0,0,0,1
0,0,77.5,1,7,4,1,0,3,0,1
4,1,113.0,6,26,4,0,2,3,0,1
131,1,83.83,6,26,4,3,2,0,1,1
304,1,70.0,12,29,3,3,2,0,0,1
115,1,96.33,9,23,4,2,1,3,0,1
8,0,75.0,7,26,2,1,0,0,0,1
31,2,149.0,10,25,4,3,0,0,0,1
53,0,68.0,11,14,3,3,1,0,0,1
70,1,167.45,12,3,4,5,2,1,3,1
6,0,67.0,11,16,2,1,0,0,0,1
0,0,66.0,1,19,2,1,0,0,0,1
17,1,88.0,11,17,4,1,0,3,0,1
138,1,68.0,7,11,4,6,3,0,0,0
58,1,76.92,6,5,4,0,1,0,0,1
62,1,152.1,9,11,4,0,2,0,0,1
6,1,135.5,12,24,4,1,0,1,0,1
122,1,103.5,5,17,4,3,0,3,0,1
28,1,113.79,9,11,4,5,2,0,0,0
111,1,140.4,5,21,4,1,1,0,3,0
34,0,66.0,1,24,2,0,1,0,0,1
2,1,111.0,11,18,4,2,0,0,0,1
128,1,65.83,6,30,4,2,0,3,0,1
74,0,186.3,6,15,4,2,0,0,3,0
1,0,95.0,11,26,4,1,0,0,0,1
41,0,117.6,3,24,4,3,0,0,0,1
36,1,108.9,6,19,4,1,2,0,0,1
92,0,150.3,8,22,4,0,1,0,3,0
2,1,96.0,8,30,4,0,1,0,0,1
0,1,147.6,10,7,4,2,0,3,0,1
15,3,107.0,11,10,4,2,0,0,0,1
0,0,265.0,7,8,4,2,2,0,6,0
172,1,107.1,8,21,4,1,2,0,3,0
193,1,90.95,7,25,4,3,1,0,0,1
68,1,88.4,12,1,4,3,1,0,0,1
196,2,55.96,8,16,4,5,2,0,0,1
4,1,104.0,11,6,4,2,1,3,0,1
6,1,152.84,9,20,4,0,2,0,0,1
23,0,79.2,11,24,4,3,1,3,0,0
4,1,101.0,4,21,4,1,0,0,0,1
138,1,91.48,7,4,4,2,1,0,3,1
68,3,132.3,10,10,4,2,1,0,3,1
47,0,91.8,3,10,4,3,0,0,3,0
8,0,214.6,3,18,4,3,2,0,5,0
56,0,116.1,5,13,4,2,0,3,0,0
48,1,73.1,3,2,4,3,0,3,0,0
184,1,115.32,6,6,4,5,1,0,3,0
116,1,90.0,11,17,4,3,0,0,0,1
55,1,127.82,3,31,3,1,0,0,0,1
6,1,121.67,5,16,4,2,1,0,0,1
2,0,63.75,6,26,3,3,2,3,0,1
150,0,80.1,10,30,4,0,2,3,0,0
9,2,90.0,8,23,4,4,2,0,0,1
68,1,71.46,10,25,4,4,0,0,3,1
48,0,149.4,9,18,4,2,2,0,3,0
44,1,140.4,5,18,4,2,0,0,3,1
16,0,124.8,5,19,3,1,0,0,3,1
29,0,96.9,11,14,4,3,1,0,3,1
1,1,127.0,6,27,4,0,1,3,0,1
69,3,140.4,5,7,4,1,2,0,3,1
128,0,104.18,5,5,4,3,0,0,1,1
176,2,130.05,8,1,4,4,1,0,3,0
0,3,0.0,5,25,1,1,0,0,0,1
62,0,109.8,9,4,4,0,1,0,0,0
195,2,106.25,12,1,4,3,1,1,0,1
4,1,72.07,2,4,4,2,0,0,0,1
0,2,0.0,7,22,1,2,0,0,4,1
71,0,79.56,7,13,3,4,0,0,0,1
14,1,96.0,7,20,4,1,0,0,0,1
7,2,241.0,5,25,4,2,0,0,5,1
100,0,91.5,4,27,4,3,0,3,0,0
70,2,119.85,5,11,4,5,2,0,0,1
64,2,89.25,10,20,4,6,2,0,0,1
6,0,70.0,2,21,3,3,2,0,0,1
64,0,137.7,7,25,4,0,1,0,3,1
23,1,125.2,4,10,4,3,2,0,3,1
4,1,67.0,4,18,2,1,1,0,0,1
302,1,74.6,8,2,4,8,2,0,1,1
205,1,137.7,8,19,4,1,0,0,3,0
100,1,55.96,7,31,4,2,0,0,0,1
1,1,59.03,12,23,4,1,0,3,0,1
1,1,0.0,12,21,1,1,0,0,3,1
18,1,110.46,7,11,4,2,1,0,0,1
114,0,115.25,5,12,4,4,2,0,0,0
98,1,79.2,12,2,4,2,0,3,0,1
9,0,149.0,4,22,4,2,1,0,0,0
176,2,137.7,8,9,4,3,0,0,3,0
20,1,127.0,2,14,4,1,2,0,3,0
2,2,103.0,11,13,4,0,2,0,0,1
70,2,61.56,4,2,4,3,2,0,0,1
0,0,139.0,6,7,4,1,0,0,3,0
6,0,84.0,3,13,2,0,1,0,0,0
1,1,89.0,4,7,4,1,0,3,0,1
98,0,89.75,5,30,3,1,1,0,0,1
137,0,105.3,5,5,4,3,0,0,0,0
30,1,135.9,5,21,4,1,0,0,0,1
41,0,85.5,9,11,3,1,2,0,0,1
97,0,130.9,5,18,4,4,0,3,0,0
68,1,118.8,4,26,4,2,0,0,3,1
34,0,99.3,4,17,4,1,2,0,0,0
28,0,85.5,10,3,3,2,1,0,0,1
9,0,89.0,12,3,3,1,0,0,0,1
78,1,109.18,3,23,3,4,0,1,0,1
0,0,129.0,8,18,4,1,0,3,3,1
37,1,134.1,6,17,3,2,0,1,4,1
10,0,95.0,11,25,4,1,0,3,0,0
184,0,89.25,10,12,4,3,1,0,0,0
88,1,90.0,10,7,2,2,0,0,0,1
55,2,102.6,11,13,4,0,1,0,0,1
3,0,95.0,9,25,3,0,1,0,0,1
21,2,89.14,12,1,4,6,2,0,0,1
47,1,142.65,6,19,4,2,2,1,0,1
44,0,75.6,10,25,4,0,2,0,0,1
73,0,0.0,11,24,4,3,0,0,0,1
45,0,167.4,12,30,4,1,0,0,3,0
36,2,104.0,12,10,4,2,2,0,0,1
60,0,74.8,11,21,4,3,1,0,0,0
10,1,164.0,9,5,4,2,1,0,3,1
76,1,153.72,11,6,4,3,2,3,0,1
47,0,71.52,2,20,4,1,0,0,1,1
0,0,68.53,3,21,4,0,1,3,0,1
85,0,162.3,4,7,4,3,0,0,5,0
88,0,54.63,10,31,4,5,2,0,0,1
88,1,138.0,5,3,3,3,0,1,0,1
57,0,94.5,4,11,4,2,1,3,0,0
10,0,85.0,8,31,3,5,2,0,0,1
56,1,126.9,5,30,4,2,1,0,0,1
0,1,102.0,8,1,4,0,1,0,0,1
114,0,75.27,5,7,4,2,2,0,0,1
96,3,108.0,10,3,4,1,1,3,0,1
140,1,75.44,5,28,4,4,2,0,0,1
13,2,111.0,5,8,4,1,2,0,0,1
7,0,73.9,1,11,4,5,2,0,0,1
47,0,89.0,5,30,2,3,1,0,0,0
5,2,90.0,8,24,4,3,1,0,0,1
12,2,111.0,2,27,4,1,0,0,0,1
230,1,119.85,9,18,4,2,2,0,0,0
27,2,153.0,4,24,4,0,2,0,3,1
56,1,60.0,11,19,3,3,0,0,3,1
159,1,65.0,4,9,3,1,1,0,0,1
57,2,82.45,3,11,4,2,2,0,3,1
0,0,65.0,10,3,2,0,1,0,0,1
131,0,129.6,9,9,4,2,0,0,0,0
14,0,137.7,4,7,4,3,2,0,0,0
9,1,87.0,10,31,4,1,2,0,0,1
31,1,154.0,11,27,4,0,2,0,3,1
56,1,119.75,3,20,4,2,2,0,3,1
13,2,89.0,6,13,4,0,1,3,0,1
83,2,159.3,8,8,4,2,1,0,3,1
139,0,137.7,7,16,4,1,0,0,0,1
13,1,124.52,11,3,4,8,4,0,0,1
77,1,126.9,5,8,4,2,2,0,0,1
29,1,136.32,5,19,4,3,2,0,3,1
50,1,58.94,1,24,4,3,2,0,0,1
1,0,65.0,9,2,2,1,0,0,0,1
45,1,60.98,12,4,4,1,2,3,0,1
99,1,114.3,4,28,4,2,0,0,0,1
148,0,91.68,7,25,4,5,2,3,0,0
133,1,42.17,3,11,3,2,1,0,0,1
79,0,126.9,4,30,4,1,2,0,0,0
239,0,128.7,10,28,4,2,0,0,0,0
237,1,86.5,8,5,4,2,0,0,1,0
36,0,131.4,4,1,4,2,0,0,3,0
0,0,0.0,11,4,1,0,0,0,0,1
192,0,99.45,7,23,4,3,2,0,3,0
5,2,0.0,10,26,1,1,0,0,4,1
19,1,90.98,9,21,4,3,1,0,3,1
54,0,148.33,2,28,4,2,2,0,5,0
178,1,109.8,7,23,4,1,2,0,3,0
172,1,72.84,7,18,4,5,2,0,0,1
15,1,116.0,8,31,4,4,0,0,3,1
43,0,65.0,10,31,3,1,2,0,3,1
178,2,122.4,10,6,4,3,0,0,3,0
95,1,89.25,4,27,4,4,1,3,0,1
83,1,118.8,7,15,4,2,1,0,3,0
34,1,107.1,6,14,4,3,0,3,0,1
3,0,75.0,10,24,3,0,1,0,0,1
10,0,98.1,4,14,4,1,0,3,0,1
24,1,130.0,2,27,4,1,0,0,3,1
11,0,79.05,11,17,4,3,2,3,0,0
119,0,140.4,5,27,4,2,1,0,3,0
19,1,58.0,12,22,3,4,0,0,0,1
16,1,135.0,3,9,4,3,0,1,0,1
15,1,130.0,2,19,4,2,0,0,3,1
65,1,88.0,11,13,4,5,2,3,0,1
17,0,78.0,11,27,4,1,2,3,0,1
2,1,194.0,9,18,4,1,2,0,3,1
124,1,137.7,11,2,4,4,0,1,3,1
36,0,95.0,10,31,4,2,1,3,0,0
36,0,160.5,2,26,4,2,1,0,5,0
14,0,0.0,4,11,1,1,1,0,0,1
116,1,96.05,9,18,4,2,1,1,0,0
38,0,151.47,8,14,4,1,2,0,3,0
99,0,130.5,7,21,4,1,0,0,0,0
79,2,126.0,12,9,4,2,1,0,3,1
49,2,118.8,10,3,4,3,1,0,0,1
151,2,130.5,8,10,4,3,0,0,0,0
137,1,145.2,8,13,4,4,2,0,3,1
